Year,Species,Population,Region,Conservation Status,Gender Ratio,Habitat Area(km²),Primary Threat,Mortality Rate(%/year),Breeding Pairs,Average Lifespan,Human Settlements(count within 10km)
1902,Indian Elephant,6728,Maharashtra,Endangered,94.74,26847.23,Habitat Loss,3.86,2415,65,22
1902,Indian Elephant,272,Uttarakhand,Vulnerable,81.32,5476.51,Habitat Loss,11.22,101,65,50
1902,Indian Elephant,1758,Karnataka,Endangered,82.24,8227.15,Human Conflict,13.88,450,65,12
1902,Indian Elephant,4120,Assam,Endangered,118.19,18581.78,Human Conflict,4.33,976,65,28
1902,Indian Elephant,7885,Madhya Pradesh,Endangered,91.76,47454.18,Disease,13.25,2298,65,28
1902,Indian Gaur,13410,Uttarakhand,Critically Endangered,99.92,27155.14,Habitat Loss,7.79,5218,22,7
1902,Indian Gaur,9918,Karnataka,Critically Endangered,113.88,1359.7,Disease,12.44,2380,22,24
1902,Indian Gaur,9758,Uttarakhand,Vulnerable,112.44,7543.14,Poaching,12.14,2801,22,25
1902,Indian Gaur,902,Sikkim,Vulnerable,100.65,21403.51,Climate Change,5.28,312,22,6
1902,Indian Gaur,14091,Maharashtra,Vulnerable,111.13,32983.5,Habitat Loss,12.08,4397,22,4
1902,Indian Gaur,9320,Gujarat,Endangered,99.3,40949.62,Poaching,14.43,2202,22,26
1902,Indian Gaur,2656,Madhya Pradesh,Endangered,118.27,16922.66,Climate Change,12.36,969,22,23
1902,Indian Gaur,13618,Maharashtra,Critically Endangered,105.71,48095.94,Human Conflict,6.92,4266,22,1
1902,Indian Leopard,7027,Maharashtra,Vulnerable,82.91,20087.47,Habitat Loss,7,2796,15,0
1902,Indian Leopard,3519,Gujarat,Vulnerable,112.16,30845.9,Poaching,14.38,1369,15,18
1902,Indian Leopard,11607,Kerala,Critically Endangered,106.46,33701.11,Climate Change,3.06,3144,15,28
1902,Indian Leopard,8875,Maharashtra,Endangered,80.68,35548.61,Climate Change,11.71,2599,15,15
1902,Indian Leopard,14066,Tamil Nadu,Vulnerable,85.48,9193.08,Human Conflict,4.43,4506,15,39
1902,Indian Leopard,13638,Gujarat,Critically Endangered,94.14,29222.37,Poaching,5.44,3089,15,18
1902,Indian Leopard,13512,Tamil Nadu,Endangered,92.3,19383.38,Habitat Loss,10.46,4801,15,7
1902,Indian Leopard,12830,Maharashtra,Endangered,96.87,22282.92,Habitat Loss,3.4,4157,15,16
1902,Indian Leopard,5135,Uttarakhand,Vulnerable,99.67,47525.74,Climate Change,14.61,1505,15,32
1902,Indian Rhinoceros,3696,Kerala,Vulnerable,118.71,26097.88,Habitat Loss,14,740,40,13
1902,Indian Rhinoceros,2874,Sikkim,Critically Endangered,119.22,2645.29,Climate Change,13.53,1030,40,25
1902,Indian Rhinoceros,7792,Karnataka,Vulnerable,116.28,21604.93,Poaching,4.09,2839,40,26
1902,Indian Rhinoceros,2106,Assam,Critically Endangered,103.13,34223.08,Human Conflict,2.3,439,40,7
1902,Indian Rhinoceros,3757,Karnataka,Endangered,87.25,34598.01,Human Conflict,14.56,1021,40,37
1902,Indian Rhinoceros,547,Gujarat,Vulnerable,111.1,37119.72,Human Conflict,9.54,207,40,44
1902,Indian Rhinoceros,5558,Uttarakhand,Vulnerable,110.93,17773.94,Habitat Loss,4.03,2188,40,3
1902,Indian Rhinoceros,7869,Assam,Vulnerable,100.1,10898.2,Poaching,9.6,1703,40,29
1902,Indian Rhinoceros,4281,Karnataka,Critically Endangered,83.43,14037.98,Human Conflict,11.28,1145,40,43
1902,Indian Rhinoceros,7752,Tamil Nadu,Endangered,109.11,20803.09,Human Conflict,8.06,2296,40,35
1902,Indian Rhinoceros,1473,Assam,Endangered,92.78,14866.84,Human Conflict,3.82,462,40,4
1902,Indian Rhinoceros,3113,Madhya Pradesh,Critically Endangered,111.79,38829.62,Habitat Loss,14.13,1083,40,43
1902,One-horned Rhinoceros,3062,Gujarat,Endangered,109.43,49959.78,Climate Change,6.85,940,40,48
1902,One-horned Rhinoceros,5991,Sikkim,Endangered,113.02,44279.94,Habitat Loss,6.08,1508,40,36
1902,One-horned Rhinoceros,2089,Tamil Nadu,Vulnerable,116.3,21050.07,Habitat Loss,14.9,421,40,5
1902,One-horned Rhinoceros,4355,Kerala,Critically Endangered,116.84,28698.12,Poaching,12.16,1496,40,9
1902,One-horned Rhinoceros,4331,Gujarat,Vulnerable,117.2,43514.28,Disease,3.54,884,40,48
1902,One-horned Rhinoceros,3083,Sikkim,Endangered,85.62,27085.59,Human Conflict,3.82,1195,40,1
1902,One-horned Rhinoceros,4206,Tamil Nadu,Vulnerable,114.97,13453.78,Climate Change,7.76,1414,40,33
1902,One-horned Rhinoceros,7023,Madhya Pradesh,Critically Endangered,110.57,43521.77,Disease,11.78,1567,40,23
1902,One-horned Rhinoceros,5662,Madhya Pradesh,Endangered,103.14,20983.96,Climate Change,12.4,1355,40,26
1902,One-horned Rhinoceros,7784,West Bengal,Vulnerable,102.79,11489.05,Poaching,6.68,2987,40,43
1902,One-horned Rhinoceros,5135,Uttarakhand,Endangered,98.84,2658.12,Human Conflict,14.59,1131,40,37
1902,Red Panda,6197,Tamil Nadu,Vulnerable,105.42,4173.81,Habitat Loss,11.48,2276,10,16
1902,Red Panda,7782,Madhya Pradesh,Critically Endangered,104.25,19269.22,Habitat Loss,13.97,2998,10,6
1902,Red Panda,9679,Gujarat,Critically Endangered,99.4,16135.43,Disease,11.44,3069,10,2
1902,Red Panda,8404,Tamil Nadu,Vulnerable,113.59,36668.23,Human Conflict,12.09,2274,10,8
1902,Red Panda,4316,Gujarat,Vulnerable,98.88,9103.1,Climate Change,13.47,1068,10,18
1902,Red Panda,5581,Uttarakhand,Vulnerable,91.72,4281.5,Poaching,14.87,1744,10,19
1902,Red Panda,5331,Gujarat,Endangered,116.11,39901.06,Poaching,8.86,1436,10,13
1902,Red Panda,6220,Tamil Nadu,Vulnerable,108.69,42180.22,Disease,4.42,1714,10,40
1902,Red Panda,6854,Assam,Endangered,87.65,1389.14,Poaching,5.38,2114,10,3
1902,Snow Leopard,389,West Bengal,Critically Endangered,97.18,19498.48,Human Conflict,14.35,86,18,35
1902,Snow Leopard,2466,Assam,Critically Endangered,92.18,34694.38,Habitat Loss,10.78,597,18,2
1902,Snow Leopard,2626,Gujarat,Critically Endangered,105.54,26386.02,Human Conflict,7.33,1032,18,50
1902,Snow Leopard,2312,Maharashtra,Critically Endangered,100.21,38859.11,Climate Change,9.55,916,18,39
1902,Snow Leopard,1667,West Bengal,Endangered,109.38,12715.99,Climate Change,9.83,594,18,24
1902,Snow Leopard,1379,Assam,Vulnerable,93.24,31792.72,Disease,13.92,352,18,3
1902,Snow Leopard,367,Tamil Nadu,Critically Endangered,103.96,33605.16,Poaching,5.73,101,18,12
1902,Snow Leopard,717,Kerala,Vulnerable,117.33,49296.95,Climate Change,6.22,241,18,31
1902,Snow Leopard,492,Maharashtra,Critically Endangered,92.69,48659.33,Human Conflict,2.98,134,18,46
1902,Snow Leopard,1777,Kerala,Critically Endangered,115.33,41253.61,Human Conflict,3.65,535,18,11
1902,Snow Leopard,2132,West Bengal,Critically Endangered,94.19,41929.95,Human Conflict,2.06,700,18,46
1902,Snow Leopard,275,Karnataka,Endangered,84.06,20995.07,Disease,6.5,94,18,46
1902,Snow Leopard,1279,Kerala,Vulnerable,81.89,36260.29,Climate Change,9.51,302,18,20
1902,Snow Leopard,93,Kerala,Endangered,104.96,25510.13,Habitat Loss,8.34,19,18,28
1903,Asiatic Lion,2396,Madhya Pradesh,Vulnerable,82.12,9473.5,Disease,13.54,745,21,8
1903,Asiatic Lion,1076,Karnataka,Vulnerable,117.57,45875.32,Human Conflict,2.72,273,21,20
1903,Asiatic Lion,1206,Maharashtra,Endangered,82.91,28742.65,Human Conflict,13.09,377,21,27
1903,Asiatic Lion,2912,Maharashtra,Endangered,89.92,31049.48,Human Conflict,11.23,984,21,40
1903,Asiatic Lion,1830,Assam,Vulnerable,88.71,44854.56,Human Conflict,10.9,548,21,36
1903,Asiatic Lion,2255,Assam,Endangered,106.57,47443.8,Human Conflict,4.58,452,21,0
1903,Asiatic Lion,1758,Madhya Pradesh,Endangered,91.7,19408.39,Human Conflict,12.29,380,21,33
1903,Bengal Tiger,2155,Assam,Critically Endangered,82.76,41249.14,Climate Change,2.25,752,22,25
1903,Bengal Tiger,630,Tamil Nadu,Critically Endangered,80.47,5647.91,Climate Change,4.08,250,22,31
1903,Bengal Tiger,589,Madhya Pradesh,Endangered,114,30358.58,Habitat Loss,2.42,214,22,39
1903,Bengal Tiger,1837,Kerala,Critically Endangered,96.01,8012.84,Disease,12.33,566,22,40
1903,Bengal Tiger,2280,Kerala,Endangered,102.91,24240.75,Human Conflict,7.78,502,22,37
1903,Bengal Tiger,1491,Karnataka,Vulnerable,94.04,32974.93,Human Conflict,4.26,368,22,41
1903,Bengal Tiger,486,Karnataka,Critically Endangered,97.34,49332.06,Poaching,4.9,186,22,45
1903,Blackbuck,9473,Uttarakhand,Endangered,97.19,29122.29,Human Conflict,5.09,2688,14,12
1903,Blackbuck,10386,Tamil Nadu,Critically Endangered,116.86,44374.59,Human Conflict,14.81,3837,14,40
1903,Blackbuck,6214,Kerala,Critically Endangered,88.9,42332.49,Habitat Loss,2.61,1803,14,30
1903,Blackbuck,7156,Gujarat,Vulnerable,108.4,2869.12,Climate Change,3.55,2238,14,37
1903,Blackbuck,6623,Uttarakhand,Critically Endangered,88.51,26266.74,Disease,5.63,1497,14,33
1903,Blackbuck,13648,Karnataka,Critically Endangered,115.8,36617.54,Habitat Loss,7.68,3525,14,36
1903,Blackbuck,4400,West Bengal,Vulnerable,102.75,19923.65,Disease,9.03,883,14,32
1903,Blackbuck,6726,Karnataka,Endangered,90.35,41345.77,Poaching,11.84,2499,14,29
1903,Blackbuck,9006,Tamil Nadu,Critically Endangered,96.4,40845.87,Human Conflict,7.22,3563,14,1
1903,Blackbuck,13688,Uttarakhand,Critically Endangered,119.72,6348.07,Poaching,4.65,5249,14,38
1903,Blackbuck,9746,West Bengal,Critically Endangered,84.65,27914.52,Disease,9.19,3543,14,2
1903,Blackbuck,9930,Kerala,Vulnerable,114.53,4916.14,Human Conflict,3.85,2804,14,32
1903,Blackbuck,5842,West Bengal,Endangered,111.86,27751.41,Human Conflict,8.86,1218,14,12
1903,Blackbuck,9458,Tamil Nadu,Endangered,119.42,10647.84,Habitat Loss,8.93,2881,14,39
1903,Blackbuck,6734,Maharashtra,Endangered,103.71,12598.19,Poaching,8.11,1676,14,12
1903,Blackbuck,14362,Kerala,Critically Endangered,87.83,9738.1,Human Conflict,13.69,3940,14,7
1903,Indian Elephant,5231,Madhya Pradesh,Endangered,110.67,15294.81,Poaching,6.6,1118,65,22
1903,Indian Elephant,5346,Gujarat,Endangered,95.94,3558.7,Habitat Loss,11.82,1081,65,43
1903,Indian Elephant,7881,Tamil Nadu,Critically Endangered,85.46,8893.79,Poaching,5.19,3055,65,15
1903,Indian Elephant,2116,Gujarat,Endangered,114.39,30393.69,Climate Change,2.7,555,65,31
1903,Indian Elephant,2590,Uttarakhand,Vulnerable,113.85,42564.18,Poaching,5.27,940,65,36
1903,Indian Elephant,5933,Uttarakhand,Endangered,90.36,32082.11,Poaching,11.96,1485,65,44
1903,Indian Elephant,2167,Madhya Pradesh,Critically Endangered,117.93,33911.6,Disease,12.58,805,65,31
1903,Indian Elephant,3391,West Bengal,Vulnerable,80.8,35253.15,Human Conflict,12.87,993,65,3
1903,Indian Elephant,811,Gujarat,Endangered,91.49,26476.28,Human Conflict,10.8,209,65,50
1903,Indian Elephant,5441,Gujarat,Endangered,98.5,27966.32,Climate Change,3.96,1652,65,11
1903,Indian Elephant,836,Assam,Endangered,87.45,14164.51,Climate Change,10.34,179,65,37
1903,Indian Elephant,3886,Assam,Critically Endangered,85.09,44413.21,Climate Change,13.12,1112,65,10
1903,Indian Gaur,1322,Madhya Pradesh,Critically Endangered,89.95,26394.29,Disease,8.7,378,22,8
1903,Indian Gaur,1101,Sikkim,Critically Endangered,82.37,19376.79,Habitat Loss,14.58,426,22,11
1903,Indian Gaur,7573,Gujarat,Vulnerable,103.43,46951.46,Human Conflict,5.98,2181,22,43
1903,Indian Gaur,4140,Tamil Nadu,Endangered,97.75,28988.28,Disease,7.83,1489,22,30
1903,Indian Gaur,8009,Assam,Critically Endangered,113.04,38691.3,Poaching,6.39,2880,22,28
1903,Indian Gaur,5293,West Bengal,Critically Endangered,108.94,21026.31,Disease,2.39,1071,22,8
1903,Indian Gaur,5911,Gujarat,Critically Endangered,117.37,9281.03,Disease,9.5,1549,22,42
1903,Indian Leopard,12351,Gujarat,Endangered,115.74,28572.44,Poaching,14.82,3699,15,38
1903,Indian Leopard,10728,Madhya Pradesh,Vulnerable,101.36,22119.15,Climate Change,2.14,3467,15,26
1903,Indian Leopard,11133,Assam,Vulnerable,101.13,40223.23,Human Conflict,3.41,4117,15,40
1903,Indian Leopard,5520,Uttarakhand,Endangered,93.33,23204.63,Human Conflict,2.77,1832,15,46
1903,Indian Leopard,13909,Kerala,Critically Endangered,112.85,8886.06,Human Conflict,8.2,3242,15,3
1903,Indian Leopard,10630,Maharashtra,Vulnerable,98.04,26401.18,Human Conflict,14.41,3245,15,47
1903,Indian Rhinoceros,321,Sikkim,Critically Endangered,105.96,6380.32,Human Conflict,11.29,109,40,16
1903,Indian Rhinoceros,7742,Kerala,Critically Endangered,108.36,17937.06,Poaching,14.9,1965,40,49
1903,Indian Rhinoceros,4360,Maharashtra,Vulnerable,82.86,31008.05,Poaching,9.74,1060,40,36
1903,Indian Rhinoceros,5063,Assam,Vulnerable,106.63,3241.6,Disease,9.39,1257,40,10
1903,Indian Rhinoceros,5351,Maharashtra,Vulnerable,82.19,11485.19,Habitat Loss,7.52,2068,40,43
1903,Indian Rhinoceros,1782,West Bengal,Critically Endangered,100.5,24165.88,Human Conflict,2.66,566,40,47
1903,Indian Rhinoceros,886,Tamil Nadu,Vulnerable,83.07,31017.9,Climate Change,13.9,254,40,32
1903,Indian Rhinoceros,2934,Maharashtra,Critically Endangered,92.91,24119.71,Disease,13.06,751,40,6
1903,Indian Rhinoceros,4216,Sikkim,Vulnerable,95.51,46162.31,Human Conflict,9.44,1115,40,47
1903,Indian Rhinoceros,3831,West Bengal,Endangered,99.16,31332.19,Habitat Loss,11.6,1420,40,32
1903,Indian Rhinoceros,6947,Sikkim,Endangered,100.58,13456,Habitat Loss,11.2,1432,40,13
1903,One-horned Rhinoceros,5375,Uttarakhand,Critically Endangered,90.65,20087.6,Disease,2.13,1326,40,14
1903,One-horned Rhinoceros,6692,Gujarat,Vulnerable,100.46,37781.55,Climate Change,10.77,1656,40,15
1903,One-horned Rhinoceros,6996,Maharashtra,Endangered,97.06,42110.34,Climate Change,6.58,1470,40,19
1903,One-horned Rhinoceros,2724,Tamil Nadu,Critically Endangered,90.79,26724.52,Habitat Loss,10.94,986,40,23
1903,One-horned Rhinoceros,4954,Gujarat,Vulnerable,81.91,29952.13,Disease,4.02,1447,40,13
1903,One-horned Rhinoceros,6956,Tamil Nadu,Vulnerable,86.36,49424.83,Poaching,12.36,1510,40,41
1903,One-horned Rhinoceros,3461,Uttarakhand,Vulnerable,86.26,46674.32,Climate Change,8.52,1010,40,25
1903,One-horned Rhinoceros,7163,Maharashtra,Endangered,111.34,31226.06,Poaching,13.03,2305,40,15
1903,One-horned Rhinoceros,4840,Maharashtra,Critically Endangered,99.72,11318.34,Human Conflict,11.48,1286,40,4
1903,One-horned Rhinoceros,6595,West Bengal,Critically Endangered,82.97,41037.89,Climate Change,11.79,1326,40,18
1903,Red Panda,10090,Karnataka,Critically Endangered,114.62,16591.41,Poaching,7.63,2485,10,20
1903,Red Panda,11748,West Bengal,Endangered,95.91,46232.17,Poaching,14.65,4225,10,25
1903,Red Panda,7892,Gujarat,Vulnerable,111.32,14943.06,Poaching,10.69,2303,10,39
1903,Red Panda,1808,Tamil Nadu,Vulnerable,104.7,29163.67,Disease,5.08,644,10,0
1903,Red Panda,10461,Karnataka,Vulnerable,80.76,26863.49,Habitat Loss,5.01,3620,10,38
1903,Red Panda,13583,Kerala,Vulnerable,96.38,28129.26,Climate Change,3.75,3124,10,39
1903,Red Panda,2989,Assam,Vulnerable,107.96,17174.93,Climate Change,7.06,1110,10,15
1903,Red Panda,3344,Gujarat,Vulnerable,96.77,44552.6,Human Conflict,6.25,1114,10,32
1903,Red Panda,2314,Karnataka,Vulnerable,101.47,10122.34,Habitat Loss,7.07,505,10,35
1903,Red Panda,3961,Tamil Nadu,Vulnerable,104.31,33810.94,Disease,4.93,917,10,12
1903,Red Panda,4433,Kerala,Critically Endangered,119.91,20481.17,Habitat Loss,2.91,1685,10,38
1903,Red Panda,5240,West Bengal,Critically Endangered,95.58,35853.05,Poaching,7.49,1507,10,48
1903,Red Panda,12419,Madhya Pradesh,Critically Endangered,111.93,35443.47,Human Conflict,7.95,3026,10,38
1903,Red Panda,3502,Assam,Endangered,80.21,45637.59,Disease,13.85,889,10,40
1903,Red Panda,12661,Kerala,Vulnerable,98.64,44206.57,Disease,14.93,3068,10,50
1903,Snow Leopard,1206,Karnataka,Critically Endangered,107.54,44616.57,Climate Change,10.42,316,18,29
1903,Snow Leopard,318,Uttarakhand,Vulnerable,103.22,7904.88,Habitat Loss,4.2,65,18,32
1903,Snow Leopard,2252,Assam,Vulnerable,98.62,40920.73,Poaching,4.16,607,18,16
1903,Snow Leopard,2225,Maharashtra,Critically Endangered,117.94,11653.56,Habitat Loss,4.03,643,18,6
1903,Snow Leopard,1712,Maharashtra,Critically Endangered,86.17,36212.42,Habitat Loss,13.54,680,18,42
1903,Snow Leopard,1442,Madhya Pradesh,Critically Endangered,110.8,32474.71,Human Conflict,14.81,435,18,38
1903,Snow Leopard,2517,Gujarat,Vulnerable,113.94,41478.7,Poaching,11.92,897,18,2
1903,Snow Leopard,2150,Madhya Pradesh,Critically Endangered,86.97,25396.26,Human Conflict,10.33,732,18,35
1903,Snow Leopard,2667,Kerala,Endangered,84.78,32374.19,Poaching,13.42,558,18,16
1903,Snow Leopard,2021,Assam,Vulnerable,87.01,11166.26,Climate Change,2.06,773,18,19
1904,Asiatic Lion,573,Gujarat,Vulnerable,115.76,47320.43,Human Conflict,4.23,220,21,3
1904,Asiatic Lion,595,Maharashtra,Vulnerable,96.24,36658.96,Habitat Loss,3.46,148,21,50
1904,Asiatic Lion,2383,Madhya Pradesh,Vulnerable,104.2,35878.29,Human Conflict,5.95,755,21,27
1904,Asiatic Lion,490,Maharashtra,Critically Endangered,104.71,19031.3,Disease,7.09,107,21,27
1904,Asiatic Lion,1784,Gujarat,Critically Endangered,115.8,45645.03,Disease,3.64,426,21,9
1904,Asiatic Lion,2688,Uttarakhand,Critically Endangered,114.52,23885.96,Poaching,4.59,991,21,12
1904,Asiatic Lion,75,Sikkim,Critically Endangered,90.66,25512.54,Disease,4.74,16,21,1
1904,Asiatic Lion,1181,West Bengal,Endangered,116.65,13586.29,Habitat Loss,13.28,349,21,47
1904,Asiatic Lion,2017,Assam,Vulnerable,109.8,8038.21,Poaching,12.53,635,21,26
1904,Asiatic Lion,2687,Madhya Pradesh,Vulnerable,119.94,14712.81,Climate Change,14.5,838,21,11
1904,Asiatic Lion,63,Maharashtra,Vulnerable,82.17,38073.06,Human Conflict,10.61,12,21,14
1904,Asiatic Lion,1308,Sikkim,Critically Endangered,109.89,27320.96,Human Conflict,3.73,515,21,48
1904,Bengal Tiger,1356,Sikkim,Endangered,91.31,8031.78,Climate Change,2.99,283,22,14
1904,Bengal Tiger,248,Gujarat,Endangered,95.02,16077.58,Habitat Loss,10.8,60,22,38
1904,Bengal Tiger,834,Assam,Vulnerable,94.45,12760.86,Habitat Loss,4.69,209,22,42
1904,Bengal Tiger,2274,Sikkim,Endangered,110.26,1490.48,Habitat Loss,13.03,868,22,23
1904,Bengal Tiger,2786,Gujarat,Endangered,82.62,41524.85,Habitat Loss,12.6,1107,22,40
1904,Bengal Tiger,1756,Sikkim,Vulnerable,90.67,46006.17,Climate Change,12.89,513,22,34
1904,Bengal Tiger,613,Gujarat,Critically Endangered,112.61,26371.75,Disease,7.2,175,22,16
1904,Bengal Tiger,860,Kerala,Critically Endangered,88.76,6279.77,Climate Change,12.88,190,22,50
1904,Blackbuck,5818,Gujarat,Vulnerable,102.72,7216.99,Poaching,3.16,1986,14,10
1904,Blackbuck,2547,Sikkim,Critically Endangered,90.65,3212.33,Climate Change,8.58,879,14,37
1904,Blackbuck,4299,Sikkim,Critically Endangered,84.32,20839.95,Climate Change,6.87,1601,14,14
1904,Blackbuck,5043,Assam,Critically Endangered,103.92,46195.75,Human Conflict,14.44,1601,14,16
1904,Blackbuck,1097,Assam,Critically Endangered,93.15,41685.64,Poaching,6.41,392,14,22
1904,Blackbuck,13247,Tamil Nadu,Vulnerable,115.4,8759.45,Climate Change,2.62,2923,14,26
1904,Indian Elephant,2712,Karnataka,Endangered,95.07,38748.3,Climate Change,2.9,572,65,45
1904,Indian Elephant,7600,Gujarat,Endangered,101.93,44531.25,Climate Change,2.89,2258,65,46
1904,Indian Elephant,2885,Sikkim,Vulnerable,116.86,19898,Climate Change,11.19,1076,65,30
1904,Indian Elephant,5092,Maharashtra,Endangered,97.26,36433.38,Habitat Loss,10.7,1911,65,50
1904,Indian Elephant,1967,Kerala,Vulnerable,115.46,29657.57,Poaching,11.38,504,65,44
1904,Indian Elephant,5047,Madhya Pradesh,Vulnerable,82.75,11219.3,Disease,8.04,1730,65,13
1904,Indian Elephant,5089,Tamil Nadu,Endangered,90.92,41236.45,Human Conflict,11.81,1848,65,41
1904,Indian Elephant,3808,Gujarat,Critically Endangered,93.35,14224.4,Poaching,4.86,939,65,36
1904,Indian Elephant,981,Maharashtra,Critically Endangered,107.56,8077.51,Disease,2.94,223,65,28
1904,Indian Elephant,4168,Sikkim,Endangered,96.68,4518.98,Climate Change,10.04,966,65,44
1904,Indian Elephant,3130,Maharashtra,Vulnerable,114.69,22357.46,Habitat Loss,8.79,1099,65,33
1904,Indian Elephant,4819,Gujarat,Vulnerable,92.17,20022.46,Disease,10.31,1248,65,19
1904,Indian Elephant,4711,Gujarat,Endangered,88.11,33947.55,Poaching,12.51,1813,65,35
1904,Indian Gaur,4865,Gujarat,Endangered,102.26,46786.08,Climate Change,4.25,1184,22,28
1904,Indian Gaur,13062,Kerala,Endangered,105.78,28820.07,Poaching,9.74,4638,22,14
1904,Indian Gaur,6044,Karnataka,Critically Endangered,115.62,8529.17,Poaching,4.2,1609,22,34
1904,Indian Gaur,2422,Karnataka,Endangered,99.96,9996.54,Human Conflict,3.72,967,22,34
1904,Indian Gaur,14540,Assam,Vulnerable,104.02,13148.39,Climate Change,12.2,3386,22,42
1904,Indian Gaur,7316,Gujarat,Vulnerable,103.8,44832.91,Poaching,3.17,2458,22,39
1904,Indian Gaur,12523,Uttarakhand,Vulnerable,119.32,21528.69,Disease,3.81,3155,22,22
1904,Indian Gaur,5822,Uttarakhand,Endangered,84.27,10078.57,Climate Change,3.44,1607,22,16
1904,Indian Gaur,11629,West Bengal,Endangered,92.26,27121.83,Disease,10.54,3644,22,37
1904,Indian Gaur,11449,Kerala,Vulnerable,83.9,12528.56,Habitat Loss,8.36,2632,22,5
1904,Indian Gaur,2403,West Bengal,Vulnerable,101.3,35046.29,Habitat Loss,3.65,718,22,29
1904,Indian Leopard,6586,Uttarakhand,Endangered,111.85,18115.34,Climate Change,7.94,2496,15,33
1904,Indian Leopard,5923,Sikkim,Vulnerable,87.92,19719.2,Poaching,12.28,1231,15,0
1904,Indian Leopard,11731,Madhya Pradesh,Endangered,90.99,31546.63,Climate Change,9.56,4409,15,40
1904,Indian Leopard,3609,Kerala,Vulnerable,113.75,4414.06,Climate Change,8.3,924,15,10
1904,Indian Leopard,2186,Sikkim,Endangered,86.62,13070.86,Habitat Loss,5.18,470,15,47
1904,Indian Leopard,2968,Uttarakhand,Critically Endangered,83.93,14741.05,Poaching,12.56,1140,15,35
1904,Indian Leopard,10282,Gujarat,Vulnerable,111.03,6305.8,Poaching,14.27,3577,15,48
